age,job,marital,education,default,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
32,services,single,secondary,no,yes,no,cellular,7,jul,624,5,-1,0,unknown,no
33,services,married,secondary,no,yes,no,cellular,30,jul,329,5,-1,0,unknown,no
57,self-employed,married,tertiary,yes,yes,yes,unknown,9,may,153,1,-1,0,unknown,no
57,technician,married,secondary,no,no,no,cellular,19,aug,151,11,-1,0,unknown,no
28,blue-collar,married,secondary,no,no,no,cellular,6,feb,129,4,211,3,other,no
44,entrepreneur,single,tertiary,no,yes,yes,cellular,3,apr,345,2,249,7,other,no
30,blue-collar,married,basic.9y,no,yes,no,cellular,may,fri,487,2,999,0,nonexistent,no
39,services,single,high.school,no,no,no,telephone,may,fri,346,4,999,0,nonexistent,no
25,services,married,high.school,no,yes,no,telephone,jun,wed,227,1,999,0,nonexistent,no
38,services,married,basic.9y,no,unknown,unknown,telephone,jun,fri,17,3,999,0,nonexistent,no
47,admin.,married,university.degree,no,yes,no,cellular,nov,mon,58,1,999,0,nonexistent,no
32,services,single,university.degree,no,no,no,cellular,sep,thu,128,3,999,2,failure,no
32,admin.,single,university.degree,no,yes,no,cellular,sep,mon,290,4,999,0,nonexistent,no
41,entrepreneur,married,university.degree,unknown,yes,no,cellular,nov,mon,44,2,999,0,nonexistent,no
31,services,divorced,professional.course,no,no,no,cellular,nov,tue,68,1,999,1,failure,no
35,blue-collar,married,basic.9y,unknown,no,no,telephone,may,thu,170,1,999,0,nonexistent,no
25,services,single,basic.6y,unknown,yes,no,cellular,jul,thu,301,1,999,0,nonexistent,no
36,self-employed,single,basic.4y,no,no,no,cellular,jul,thu,148,1,999,0,nonexistent,no
36,admin.,married,high.school,no,no,no,telephone,may,wed,97,2,999,0,nonexistent,no
47,blue-collar,married,basic.4y,no,yes,no,telephone,jun,thu,211,2,999,0,nonexistent,no
29,admin.,single,high.school,no,no,no,cellular,may,fri,553,2,999,0,nonexistent,no
27,services,single,university.degree,no,no,no,cellular,jul,wed,698,2,999,0,nonexistent,no
44,admin.,divorced,university.degree,no,no,no,cellular,jul,wed,191,6,999,0,nonexistent,no
46,admin.,divorced,university.degree,no,yes,no,telephone,jul,mon,59,4,999,0,nonexistent,no
45,entrepreneur,married,university.degree,unknown,yes,yes,cellular,aug,mon,38,2,999,0,nonexistent,no
50,blue-collar,married,basic.4y,no,no,yes,cellular,jul,tue,849,1,999,0,nonexistent,yes
55,services,married,basic.6y,unknown,yes,no,cellular,jul,tue,326,6,999,0,nonexistent,no
39,technician,divorced,high.school,no,no,no,cellular,mar,mon,222,1,12,2,success,yes
29,technician,single,university.degree,no,yes,yes,cellular,aug,wed,626,3,999,0,nonexistent,no
40,management,married,high.school,no,no,yes,cellular,aug,wed,119,1,999,0,nonexistent,no
44,technician,married,professional.course,unknown,yes,no,telephone,may,fri,388,7,999,0,nonexistent,no
38,technician,married,professional.course,no,yes,no,cellular,aug,mon,479,1,999,0,nonexistent,yes
36,technician,divorced,professional.course,no,no,no,telephone,may,wed,446,1,999,0,nonexistent,no
28,blue-collar,married,basic.6y,unknown,no,no,cellular,may,mon,68,2,999,1,failure,no
47,admin.,single,unknown,unknown,no,no,telephone,may,thu,127,1,999,0,nonexistent,no
34,admin.,married,university.degree,no,no,no,cellular,aug,tue,109,1,999,0,nonexistent,no
38,technician,married,university.degree,no,yes,yes,cellular,mar,tue,113,1,999,1,failure,no
33,services,married,high.school,unknown,yes,no,telephone,jun,mon,393,3,999,0,nonexistent,no
51,technician,single,university.degree,no,no,no,cellular,jun,fri,151,2,999,0,nonexistent,no
30,blue-collar,single,basic.4y,unknown,yes,no,telephone,jun,tue,256,1,999,0,nonexistent,no
48,technician,married,university.degree,no,no,no,cellular,aug,thu,42,7,999,0,nonexistent,no
28,blue-collar,single,basic.9y,no,yes,no,telephone,jun,wed,525,1,999,0,nonexistent,no
36,blue-collar,married,basic.6y,no,yes,no,telephone,may,wed,57,1,999,0,nonexistent,no
46,management,divorced,high.school,no,no,no,cellular,nov,wed,499,1,999,0,nonexistent,no
31,technician,single,unknown,no,yes,no,cellular,may,wed,84,1,999,1,failure,no
20,student,single,unknown,no,no,no,cellular,oct,mon,137,3,999,3,failure,no
35,services,married,high.school,unknown,yes,no,cellular,may,tue,31,1,999,0,nonexistent,no
38,blue-collar,married,basic.9y,unknown,unknown,unknown,telephone,jun,fri,430,1,999,0,nonexistent,no
76,retired,married,university.degree,no,no,no,cellular,aug,thu,126,1,999,1,failure,no
45,entrepreneur,divorced,professional.course,no,yes,no,cellular,jul,tue,211,3,999,0,nonexistent,no
32,housemaid,married,basic.4y,no,yes,yes,cellular,may,fri,340,1,999,0,nonexistent,no
39,management,single,university.degree,unknown,no,no,cellular,may,thu,412,2,999,0,nonexistent,no
32,admin.,married,university.degree,no,no,no,telephone,nov,thu,132,1,999,0,nonexistent,no
29,admin.,single,basic.9y,no,no,no,cellular,may,mon,79,2,999,0,nonexistent,no
44,services,married,professional.course,no,no,no,cellular,aug,mon,341,2,999,0,nonexistent,no
32,services,married,high.school,no,no,yes,cellular,jul,fri,157,3,999,0,nonexistent,no
56,retired,married,university.degree,no,yes,no,cellular,jun,wed,252,1,999,2,failure,no
33,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,263,1,999,0,nonexistent,no
39,management,married,high.school,no,no,no,cellular,aug,fri,215,3,999,0,nonexistent,no
24,technician,married,university.degree,no,yes,yes,cellular,sep,tue,89,2,3,1,success,yes
33,admin.,single,university.degree,no,yes,no,cellular,may,thu,143,1,999,0,nonexistent,no
58,entrepreneur,divorced,university.degree,no,no,no,telephone,jun,thu,40,2,999,0,nonexistent,no
29,admin.,single,university.degree,no,yes,no,telephone,jun,fri,10,27,999,0,nonexistent,no
31,admin.,married,university.degree,no,yes,no,cellular,aug,thu,113,1,999,0,nonexistent,no
27,admin.,married,university.degree,no,no,no,telephone,may,wed,191,5,999,0,nonexistent,no
60,admin.,divorced,professional.course,no,yes,no,cellular,sep,wed,481,1,999,1,failure,yes
55,entrepreneur,married,professional.course,no,yes,yes,cellular,oct,mon,233,1,999,2,failure,no
37,blue-collar,married,basic.9y,no,yes,no,cellular,may,wed,204,2,999,0,nonexistent,no
52,admin.,married,unknown,no,yes,no,telephone,apr,wed,403,1,6,1,success,yes
46,services,married,high.school,no,yes,no,cellular,apr,mon,180,1,999,0,nonexistent,no
42,blue-collar,divorced,basic.6y,no,yes,no,cellular,may,wed,16,2,999,0,nonexistent,no
35,admin.,single,university.degree,no,yes,no,cellular,jul,mon,447,3,999,0,nonexistent,no
49,technician,divorced,unknown,no,yes,yes,cellular,oct,thu,81,1,999,0,nonexistent,no
29,services,divorced,high.school,no,no,yes,telephone,jun,mon,361,3,999,0,nonexistent,no
32,blue-collar,married,basic.9y,no,no,no,cellular,nov,mon,1091,2,5,1,success,yes
37,self-employed,married,university.degree,no,no,no,cellular,may,fri,395,1,999,1,failure,no
39,technician,single,professional.course,unknown,no,no,telephone,jun,mon,432,4,999,0,nonexistent,yes
51,services,married,high.school,unknown,yes,no,telephone,jul,mon,596,3,999,0,nonexistent,yes
28,admin.,single,high.school,no,yes,no,cellular,may,tue,59,3,999,0,nonexistent,no
34,management,married,university.degree,no,yes,no,cellular,may,wed,77,4,999,0,nonexistent,no
31,technician,single,high.school,no,yes,yes,cellular,aug,tue,768,1,999,0,nonexistent,yes
31,admin.,married,university.degree,no,yes,no,cellular,aug,thu,96,5,999,0,nonexistent,no
31,admin.,single,university.degree,no,yes,no,telephone,jun,wed,357,2,999,0,nonexistent,no
38,self-employed,single,university.degree,no,no,no,telephone,may,thu,459,2,999,0,nonexistent,no
33,unemployed,married,basic.9y,no,no,no,telephone,jun,fri,11,6,999,0,nonexistent,no
32,technician,single,university.degree,no,no,no,cellular,aug,tue,264,12,999,0,nonexistent,no
54,technician,married,professional.course,unknown,yes,no,cellular,apr,mon,698,1,999,0,nonexistent,no
41,admin.,divorced,high.school,no,yes,no,telephone,jun,tue,204,2,999,0,nonexistent,no
59,services,married,basic.4y,unknown,no,no,cellular,aug,thu,93,7,999,0,nonexistent,no
57,retired,married,university.degree,no,yes,no,cellular,apr,thu,374,1,2,1,success,no
38,entrepreneur,divorced,university.degree,no,yes,no,cellular,nov,thu,252,1,999,0,nonexistent,no
46,admin.,married,university.degree,no,yes,no,telephone,may,tue,158,1,999,0,nonexistent,no
37,unemployed,single,university.degree,no,yes,yes,cellular,nov,tue,95,1,999,0,nonexistent,no
47,services,single,basic.9y,no,unknown,unknown,telephone,jun,thu,835,3,999,0,nonexistent,yes
45,admin.,single,university.degree,no,no,no,cellular,aug,thu,505,1,999,0,nonexistent,yes
36,blue-collar,married,basic.6y,no,yes,no,telephone,jul,wed,16,1,999,0,nonexistent,no
40,unemployed,single,high.school,no,yes,no,cellular,jul,mon,300,5,999,0,nonexistent,no
38,blue-collar,married,basic.9y,no,no,no,cellular,nov,tue,180,2,999,1,failure,no
44,blue-collar,married,high.school,unknown,no,no,telephone,jun,tue,390,2,999,0,nonexistent,no
25,self-employed,married,university.degree,no,yes,no,telephone,may,fri,274,2,999,0,nonexistent,no
30,blue-collar,single,basic.6y,no,yes,no,telephone,jul,tue,135,5,999,0,nonexistent,no
43,management,married,professional.course,no,no,no,cellular,nov,tue,257,2,999,0,nonexistent,no
58,retired,married,basic.6y,unknown,no,no,telephone,may,mon,268,3,999,0,nonexistent,no
31,technician,married,professional.course,no,yes,no,telephone,may,wed,157,6,999,0,nonexistent,no
53,management,married,university.degree,no,no,no,cellular,jul,tue,477,2,999,0,nonexistent,no
52,admin.,married,unknown,no,no,no,cellular,aug,tue,91,1,999,0,nonexistent,no
37,management,married,university.degree,unknown,no,yes,cellular,apr,fri,76,1,999,1,failure,no
58,admin.,married,high.school,unknown,yes,no,cellular,jul,tue,103,1,999,0,nonexistent,no
37,services,married,high.school,no,yes,yes,cellular,may,thu,436,3,999,0,nonexistent,no
38,admin.,single,unknown,no,yes,no,cellular,may,fri,191,1,999,0,nonexistent,no
33,services,single,basic.9y,no,yes,no,cellular,apr,thu,483,2,999,0,nonexistent,no
45,services,married,high.school,unknown,yes,no,cellular,may,fri,250,1,999,0,nonexistent,no
44,entrepreneur,married,professional.course,no,no,no,telephone,may,mon,259,1,999,0,nonexistent,no
38,blue-collar,married,basic.6y,no,yes,no,telephone,jul,thu,389,2,999,0,nonexistent,no
34,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,7,1,999,0,nonexistent,no
47,management,married,university.degree,no,yes,no,cellular,jul,wed,123,1,999,0,nonexistent,no
59,admin.,married,university.degree,no,yes,yes,cellular,jul,wed,92,1,999,0,nonexistent,no
51,blue-collar,married,basic.4y,unknown,yes,yes,cellular,aug,thu,297,2,999,0,nonexistent,no
31,blue-collar,married,basic.6y,no,yes,no,telephone,jun,wed,406,2,999,0,nonexistent,no
56,management,married,university.degree,no,yes,yes,cellular,nov,wed,104,1,999,1,failure,no
39,admin.,married,university.degree,no,no,no,telephone,jun,mon,135,2,999,0,nonexistent,no
41,entrepreneur,married,university.degree,no,yes,no,cellular,nov,tue,854,1,999,0,nonexistent,yes
41,management,divorced,basic.6y,no,yes,no,cellular,nov,thu,147,1,999,0,nonexistent,no
53,services,married,high.school,unknown,no,no,telephone,may,thu,203,4,999,0,nonexistent,no
35,blue-collar,married,high.school,no,no,yes,cellular,jul,mon,149,4,999,0,nonexistent,no
58,retired,married,basic.9y,no,no,yes,cellular,may,wed,144,1,999,0,nonexistent,no
25,self-employed,married,professional.course,no,yes,no,telephone,jun,wed,394,2,999,0,nonexistent,no
35,blue-collar,divorced,basic.9y,no,yes,no,cellular,may,tue,523,1,999,1,failure,no
28,services,single,high.school,no,no,no,cellular,jul,wed,73,1,999,0,nonexistent,no
55,blue-collar,married,professional.course,no,yes,yes,cellular,may,fri,197,3,999,1,failure,no
54,entrepreneur,married,basic.4y,unknown,no,yes,telephone,may,thu,108,1,999,0,nonexistent,no
45,technician,divorced,basic.9y,unknown,no,no,cellular,jul,wed,80,2,999,0,nonexistent,no
32,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,114,1,999,1,failure,no
50,admin.,married,basic.9y,unknown,yes,no,cellular,aug,thu,122,3,999,0,nonexistent,no
75,retired,married,basic.4y,no,no,no,cellular,apr,tue,109,1,999,1,failure,yes
33,self-employed,divorced,unknown,no,no,no,telephone,may,wed,1161,4,999,0,nonexistent,no
29,management,married,university.degree,no,no,yes,cellular,aug,wed,181,2,999,0,nonexistent,no
45,management,married,university.degree,no,yes,no,cellular,may,thu,239,1,999,0,nonexistent,no
38,admin.,divorced,university.degree,no,no,no,cellular,apr,mon,360,1,999,0,nonexistent,yes
24,services,single,professional.course,no,yes,no,telephone,may,mon,314,1,999,0,nonexistent,no
41,technician,married,professional.course,no,yes,no,cellular,aug,mon,984,1,999,0,nonexistent,no
58,retired,divorced,high.school,no,yes,no,cellular,jun,tue,663,1,999,0,nonexistent,yes
34,admin.,married,university.degree,no,no,yes,telephone,may,wed,157,2,999,0,nonexistent,no
34,admin.,married,university.degree,no,no,no,cellular,nov,mon,141,2,999,0,nonexistent,no
37,technician,divorced,professional.course,no,no,no,telephone,may,wed,374,1,999,0,nonexistent,no
53,blue-collar,divorced,basic.4y,no,no,no,telephone,jun,wed,706,1,999,0,nonexistent,yes
54,technician,divorced,professional.course,no,yes,yes,cellular,jul,tue,797,14,999,0,nonexistent,no
32,technician,divorced,professional.course,no,yes,no,cellular,nov,tue,250,1,999,0,nonexistent,no
42,admin.,married,high.school,no,yes,no,cellular,jul,fri,311,6,999,0,nonexistent,no
28,technician,single,professional.course,no,yes,no,cellular,aug,thu,63,2,3,1,success,yes
33,services,single,high.school,no,yes,no,telephone,may,fri,111,1,999,0,nonexistent,no
41,blue-collar,married,basic.9y,no,yes,no,cellular,apr,mon,148,2,999,0,nonexistent,no
31,services,married,high.school,no,no,yes,cellular,nov,thu,49,1,999,0,nonexistent,no
40,technician,married,basic.9y,unknown,no,yes,telephone,may,thu,171,4,999,0,nonexistent,no
53,unknown,married,basic.9y,no,no,yes,cellular,nov,wed,242,1,999,1,failure,no
40,admin.,divorced,university.degree,no,yes,no,cellular,aug,mon,257,1,999,0,nonexistent,no
82,housemaid,married,basic.4y,no,no,no,telephone,sep,tue,279,3,3,2,success,yes
28,blue-collar,married,basic.4y,no,yes,no,cellular,jul,mon,113,1,999,0,nonexistent,no
30,admin.,married,high.school,unknown,yes,no,cellular,nov,wed,246,3,999,0,nonexistent,no
31,unemployed,single,university.degree,no,yes,no,cellular,jul,tue,309,1,6,3,success,yes
32,technician,single,university.degree,no,yes,no,cellular,aug,wed,168,1,999,0,nonexistent,no
54,blue-collar,married,basic.4y,no,yes,no,cellular,aug,tue,153,1,999,0,nonexistent,no
31,blue-collar,married,basic.9y,no,no,no,cellular,jul,wed,152,1,999,0,nonexistent,no
50,services,married,unknown,no,yes,no,cellular,aug,thu,90,2,999,0,nonexistent,no
47,technician,single,unknown,no,no,no,cellular,jul,tue,117,2,999,0,nonexistent,no
31,admin.,single,high.school,no,yes,yes,cellular,may,wed,149,1,999,0,nonexistent,no
32,unemployed,married,high.school,no,yes,no,cellular,nov,thu,640,1,999,0,nonexistent,no
46,admin.,single,high.school,no,yes,no,cellular,nov,mon,199,2,999,2,failure,no
47,admin.,single,high.school,no,no,no,cellular,may,mon,1114,2,999,0,nonexistent,no
32,admin.,single,high.school,no,no,no,cellular,nov,mon,74,2,999,2,failure,no
52,services,divorced,high.school,unknown,no,no,cellular,nov,mon,190,1,999,0,nonexistent,no
45,admin.,married,high.school,no,yes,no,cellular,oct,fri,738,3,6,1,success,yes
32,admin.,married,university.degree,no,yes,no,cellular,may,fri,374,2,999,0,nonexistent,no
71,blue-collar,divorced,basic.4y,unknown,no,no,cellular,aug,thu,224,1,999,0,nonexistent,no
49,services,married,high.school,no,yes,no,telephone,may,fri,344,2,999,0,nonexistent,no
46,admin.,married,high.school,no,yes,yes,telephone,jun,wed,148,10,999,0,nonexistent,no
46,blue-collar,married,professional.course,no,no,no,cellular,nov,fri,383,1,999,0,nonexistent,no
38,admin.,married,university.degree,no,yes,no,cellular,aug,tue,35,6,999,0,nonexistent,no
57,services,married,professional.course,unknown,no,no,cellular,aug,mon,153,2,999,0,nonexistent,no
41,services,single,high.school,unknown,unknown,unknown,cellular,may,mon,772,2,999,1,failure,no
44,technician,married,professional.course,no,no,no,telephone,may,fri,124,3,999,0,nonexistent,no
47,technician,married,university.degree,no,yes,no,cellular,aug,wed,345,7,999,0,nonexistent,no
40,blue-collar,married,basic.9y,no,yes,yes,telephone,may,wed,951,2,999,0,nonexistent,no
57,retired,single,professional.course,no,yes,no,telephone,may,mon,188,1,999,0,nonexistent,no
27,admin.,single,unknown,no,no,no,cellular,mar,tue,128,1,3,1,success,yes
52,blue-collar,married,basic.9y,no,no,no,cellular,aug,fri,809,1,999,0,nonexistent,yes
34,management,married,university.degree,no,yes,yes,telephone,jun,wed,192,1,999,0,nonexistent,no
42,entrepreneur,married,university.degree,no,yes,no,telephone,may,tue,154,1,999,0,nonexistent,no
51,technician,married,unknown,no,yes,no,telephone,jun,fri,17,3,999,0,nonexistent,no
45,management,married,basic.4y,unknown,yes,no,telephone,may,fri,100,1,999,0,nonexistent,no
56,retired,married,high.school,no,no,no,cellular,may,mon,317,1,999,0,nonexistent,no
41,management,married,university.degree,no,yes,no,cellular,may,thu,93,1,999,0,nonexistent,no
44,admin.,married,high.school,no,yes,no,cellular,aug,fri,111,1,999,0,nonexistent,no
50,blue-collar,married,basic.6y,no,yes,no,cellular,may,mon,293,3,3,1,success,yes
54,self-employed,married,high.school,no,no,no,cellular,aug,tue,119,3,999,0,nonexistent,no
51,blue-collar,married,basic.6y,no,no,no,cellular,aug,fri,393,1,999,0,nonexistent,no
30,blue-collar,single,basic.9y,no,no,no,cellular,nov,wed,30,1,999,0,nonexistent,no
42,housemaid,married,basic.4y,unknown,yes,no,telephone,jun,fri,38,8,999,0,nonexistent,no
41,technician,married,professional.course,unknown,yes,no,telephone,jun,mon,442,11,999,0,nonexistent,no
47,services,single,basic.9y,no,no,no,cellular,nov,tue,187,2,999,0,nonexistent,no
35,blue-collar,married,basic.6y,no,yes,no,cellular,apr,fri,113,1,999,1,failure,no
58,blue-collar,married,basic.9y,no,no,no,cellular,nov,tue,64,1,999,1,failure,no
50,blue-collar,divorced,high.school,no,yes,yes,cellular,jul,mon,629,2,999,0,nonexistent,yes
41,technician,married,professional.course,no,no,no,telephone,may,tue,92,1,999,0,nonexistent,no
38,technician,married,university.degree,no,yes,no,cellular,may,wed,147,1,999,0,nonexistent,no
32,student,single,university.degree,no,no,no,cellular,nov,thu,151,2,999,0,nonexistent,no
21,student,single,high.school,no,no,no,cellular,aug,tue,259,1,999,1,failure,no
46,admin.,divorced,basic.9y,unknown,no,no,telephone,may,wed,423,1,999,0,nonexistent,no
42,self-employed,married,university.degree,no,yes,no,cellular,nov,fri,888,3,999,0,nonexistent,no
55,services,married,basic.9y,no,no,no,cellular,aug,wed,76,13,999,0,nonexistent,no
29,admin.,single,high.school,no,yes,no,telephone,nov,mon,207,1,6,1,success,no
30,blue-collar,single,basic.6y,unknown,yes,no,telephone,jun,wed,100,1,999,0,nonexistent,no
53,management,married,basic.4y,no,yes,no,cellular,nov,wed,63,1,999,0,nonexistent,no
35,management,married,university.degree,no,yes,no,cellular,nov,wed,265,2,999,0,nonexistent,no
46,services,married,professional.course,no,yes,no,telephone,may,tue,273,4,999,0,nonexistent,no
30,blue-collar,married,unknown,no,no,no,telephone,may,wed,85,2,999,0,nonexistent,no
43,entrepreneur,married,university.degree,unknown,yes,no,cellular,jul,tue,261,1,999,0,nonexistent,no
42,services,married,high.school,unknown,yes,no,cellular,jul,mon,136,4,999,0,nonexistent,no
32,technician,married,professional.course,no,no,no,cellular,jul,tue,711,1,999,0,nonexistent,no
41,blue-collar,divorced,basic.9y,no,yes,no,cellular,may,fri,88,1,999,1,failure,no
28,admin.,married,university.degree,no,no,no,cellular,may,tue,72,3,999,1,failure,no
24,services,single,university.degree,no,no,no,cellular,jul,thu,113,6,999,0,nonexistent,no
43,management,married,university.degree,unknown,yes,yes,cellular,apr,fri,307,1,999,0,nonexistent,no
30,admin.,single,university.degree,no,yes,no,cellular,aug,mon,39,1,999,0,nonexistent,no
55,blue-collar,married,basic.9y,unknown,no,no,cellular,nov,tue,63,2,999,0,nonexistent,no
51,retired,married,basic.9y,unknown,no,no,cellular,jul,fri,64,1,999,0,nonexistent,no
22,student,single,high.school,no,no,yes,cellular,jul,fri,154,2,999,0,nonexistent,no
32,entrepreneur,single,university.degree,no,no,yes,cellular,nov,thu,126,1,999,0,nonexistent,no
43,admin.,married,professional.course,unknown,no,no,cellular,jul,thu,127,3,999,0,nonexistent,no
39,management,married,basic.6y,unknown,no,no,telephone,jun,mon,156,5,999,0,nonexistent,no
52,blue-collar,divorced,unknown,no,no,no,cellular,jul,tue,111,8,999,0,nonexistent,no
38,technician,single,professional.course,no,yes,no,cellular,may,mon,202,3,999,1,failure,no
59,retired,married,basic.4y,no,no,no,telephone,apr,tue,353,4,999,0,nonexistent,no
31,blue-collar,married,basic.4y,no,yes,no,telephone,may,wed,159,2,999,0,nonexistent,no
76,retired,single,basic.4y,no,no,no,cellular,nov,mon,347,4,6,1,success,yes
44,unknown,single,basic.9y,unknown,yes,no,telephone,jun,mon,76,3,999,0,nonexistent,no
30,blue-collar,married,unknown,no,no,no,telephone,may,fri,85,2,999,0,nonexistent,no
32,services,married,high.school,unknown,no,no,telephone,jun,fri,174,1,999,0,nonexistent,no
41,unemployed,married,unknown,no,no,no,telephone,jun,fri,280,3,999,0,nonexistent,no
33,admin.,single,university.degree,no,yes,no,cellular,aug,thu,686,4,999,0,nonexistent,yes
59,retired,married,basic.4y,no,yes,no,cellular,aug,fri,94,1,999,0,nonexistent,no
28,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,225,3,999,0,nonexistent,no
33,blue-collar,single,basic.6y,no,yes,no,cellular,may,fri,474,2,999,0,nonexistent,no
53,services,married,high.school,unknown,yes,no,cellular,aug,thu,76,1,999,0,nonexistent,no
41,services,married,high.school,no,no,no,cellular,mar,wed,377,6,999,0,nonexistent,yes
55,unknown,married,basic.4y,no,no,yes,cellular,jul,thu,185,1,999,0,nonexistent,no
45,blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,121,1,999,0,nonexistent,no
35,technician,married,professional.course,no,no,no,cellular,jul,thu,126,4,999,0,nonexistent,no
31,services,married,high.school,unknown,no,no,cellular,jul,mon,160,3,999,0,nonexistent,no
53,management,married,university.degree,no,no,no,cellular,aug,mon,313,4,999,0,nonexistent,no
35,technician,single,professional.course,no,yes,no,cellular,may,thu,141,1,999,0,nonexistent,no
45,blue-collar,divorced,basic.6y,unknown,yes,no,cellular,may,thu,219,1,999,0,nonexistent,no
34,housemaid,single,university.degree,no,no,no,telephone,jun,thu,267,2,999,0,nonexistent,no
42,admin.,married,basic.9y,no,no,no,telephone,apr,mon,406,3,999,1,failure,no
36,self-employed,married,basic.9y,no,yes,yes,cellular,nov,thu,151,3,999,0,nonexistent,no
44,admin.,married,high.school,no,no,no,telephone,may,wed,228,3,999,0,nonexistent,no
50,admin.,divorced,university.degree,no,yes,no,cellular,aug,tue,73,2,999,0,nonexistent,no
36,admin.,married,university.degree,no,yes,no,cellular,sep,fri,355,1,999,0,nonexistent,no
27,technician,married,professional.course,no,no,no,cellular,jul,thu,102,9,999,0,nonexistent,no
40,management,married,unknown,no,no,no,telephone,may,fri,97,3,999,0,nonexistent,no
25,technician,single,university.degree,no,yes,yes,telephone,jun,mon,35,6,999,0,nonexistent,no
29,management,married,university.degree,no,yes,yes,cellular,aug,tue,116,2,999,0,nonexistent,no
44,admin.,married,high.school,no,no,no,telephone,may,wed,83,3,999,0,nonexistent,no
57,blue-collar,married,unknown,unknown,yes,no,telephone,may,tue,473,2,999,0,nonexistent,no
30,admin.,single,high.school,no,yes,no,cellular,jul,wed,605,1,999,0,nonexistent,no
37,self-employed,married,university.degree,no,yes,yes,cellular,aug,wed,585,2,999,0,nonexistent,no
57,technician,married,basic.9y,no,no,no,cellular,jul,tue,94,1,999,0,nonexistent,no
32,technician,married,professional.course,no,yes,no,cellular,jul,thu,255,1,999,0,nonexistent,yes
54,admin.,married,professional.course,no,no,no,cellular,nov,tue,1868,2,10,1,success,yes
58,blue-collar,married,basic.9y,no,yes,no,cellular,aug,mon,846,1,999,0,nonexistent,yes
29,admin.,single,university.degree,unknown,yes,no,cellular,aug,tue,158,5,999,0,nonexistent,no
60,services,married,high.school,unknown,no,no,cellular,aug,tue,73,1,999,0,nonexistent,no
27,unemployed,single,university.degree,no,no,no,telephone,jun,wed,404,2,999,0,nonexistent,no
30,unemployed,married,high.school,no,yes,no,cellular,jul,tue,383,3,999,0,nonexistent,no
42,blue-collar,married,basic.4y,no,no,no,telephone,may,wed,51,1,999,0,nonexistent,no
48,housemaid,married,high.school,no,no,no,telephone,jun,tue,87,1,999,0,nonexistent,no
35,admin.,single,university.degree,no,no,no,cellular,aug,mon,167,2,999,0,nonexistent,no
46,blue-collar,married,basic.6y,unknown,yes,yes,telephone,may,mon,440,1,999,0,nonexistent,no
57,retired,unknown,basic.4y,no,no,no,telephone,may,tue,673,1,999,0,nonexistent,no
30,services,married,high.school,no,no,no,telephone,jun,mon,151,3,999,0,nonexistent,no
28,technician,single,high.school,no,yes,yes,cellular,apr,thu,48,4,999,1,failure,no
34,services,married,high.school,unknown,yes,no,telephone,may,tue,309,1,999,0,nonexistent,no
42,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,thu,236,1,999,0,nonexistent,no
30,admin.,single,university.degree,no,yes,no,cellular,nov,tue,288,1,999,0,nonexistent,no
27,student,single,basic.9y,no,yes,no,cellular,aug,wed,111,1,999,0,nonexistent,no
23,entrepreneur,married,university.degree,no,yes,no,cellular,aug,thu,87,1,999,0,nonexistent,no
43,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,193,1,999,0,nonexistent,no
59,management,married,basic.4y,unknown,yes,yes,telephone,may,tue,318,1,999,0,nonexistent,no
31,self-employed,single,university.degree,no,no,no,cellular,aug,mon,209,1,999,2,failure,no
43,self-employed,married,basic.9y,no,no,no,telephone,may,wed,173,2,999,0,nonexistent,no
52,technician,married,high.school,no,yes,no,telephone,may,mon,503,2,999,0,nonexistent,no
26,housemaid,single,high.school,unknown,yes,yes,telephone,jul,thu,127,1,999,0,nonexistent,no
24,blue-collar,married,basic.9y,no,yes,yes,telephone,may,fri,101,6,999,0,nonexistent,no
35,blue-collar,single,basic.6y,no,no,no,cellular,nov,thu,370,1,999,1,failure,no
59,technician,married,professional.course,no,no,no,cellular,jun,thu,1207,4,999,1,failure,yes
28,blue-collar,married,basic.6y,unknown,no,no,telephone,may,thu,262,1,999,0,nonexistent,no
37,blue-collar,single,basic.9y,no,no,no,telephone,may,wed,211,2,999,0,nonexistent,no
46,admin.,married,professional.course,no,no,no,cellular,apr,fri,609,1,999,1,failure,no
26,technician,single,university.degree,no,yes,no,cellular,jul,fri,806,3,6,2,success,yes
40,management,married,university.degree,no,yes,no,cellular,aug,thu,77,6,999,0,nonexistent,no
56,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,tue,335,2,999,0,nonexistent,no
40,management,married,university.degree,no,yes,no,cellular,may,tue,459,1,999,0,nonexistent,no
29,admin.,single,university.degree,no,yes,yes,telephone,may,wed,266,2,999,0,nonexistent,no
28,blue-collar,single,basic.9y,no,yes,no,cellular,may,thu,225,1,999,1,failure,no
48,technician,single,unknown,unknown,no,no,telephone,may,thu,257,7,999,0,nonexistent,no
